Trinity geneIDD	Automated name	Manually-curated name
c96440_g2	c96440-g2 CHMP2A (Charged multivesicular body protein) - emapper OG	NA
c96441_g1	c96441-g1	NA
c96441_g2	c96441-g2	NA
c96441_g3	c96441-g3	NA
c96442_g1	c96442-g1 (ras-related protein) - emapper OG	NA
c96443_g1	c96443-g1	NA
c96444_g1	c96444-g1	NA
c96445_g1	c96445-g1 (Mitochondrial carrier protein) - emapper OG	NA
c96446_g1	c96446-g1	NA
c96447_g1	c96447-g1	NA
c96448_g1	c103163-g1 1-to-3 NSD3,NSD2,NSD1 nuclear receptor binding SET domain protein 3	NA
c96448_g2	c103163-g1 1-to-3 NSD3,NSD2,NSD1 nuclear receptor binding SET domain protein 3	NA
c96449_g1	c55842-g1 (Inherit from KOG: Ankyrin Repeat Protein) - emapper OG	NA
c9645_g1	c9645-g1	NA
c96450_g1	c96450-g1	NA
c96451_g1	c96451-g1	NA
c96452_g1	c96452-g1 1-to-1 PPP1R11 protein phosphatase 1 regulatory inhibitor subunit 11	NA
c96453_g1	c96453-g1 (WW domain) - emapper OG	NA
c96453_g2	c96453-g1 (WW domain) - emapper OG	NA
c96454_g1	c96454-g1 1-to-1 GOSR1 golgi SNAP receptor complex member 1	NA
c96455_g1	c96455-g1 ALDH2 (Aldehyde dehydrogenase 2) - emapper OG	NA
c96455_g2	c96455-g2 ALDH2 (Aldehyde dehydrogenase 1 family, member) - emapper OG	NA
c96456_g1	c96456-g1	NA
c96457_g1	c87654-g1 1-to-1 DDX28 DEAD-box helicase 28	NA
c96458_g1	c96458-g1	NA
c96458_g2	c96458-g2	NA
c96458_g3	c102291-g1 TRIM2 (Inherit from KOG: listerin E3 ubiquitin protein ligase 1) - emapper OG	NA
c96459_g1	c96459-g1 1-to-1 NUDT21 nudix hydrolase 21	NA
c96459_g2	c96459-g2	NA
c96460_g1	c96460-g1	NA
c96461_g1	c96461-g1 1-to-1 FDX2 ferredoxin 2	NA
c96462_g1	c96462-g1	NA
c96463_g1	c96463-g1	NA
c96464_g1	c95569-g1 1-to-1 RPAP2 RNA polymerase II associated protein 2	NA
c96464_g2	c95569-g1 1-to-1 RPAP2 RNA polymerase II associated protein 2	NA
c96465_g1	c96465-g1 FKBP2 (Peptidyl-prolyl cis-trans isomerase) - emapper OG	NA
c96467_g1	c96467-g1	NA
c96468_g1	c96468-g1	NA
c96469_g1	c96469-g1 TRAFD1 (TRAF-type zinc finger domain containing 1) - emapper OG	NA
c96470_g1	c80448-g1 1-to-1 ATG13 autophagy related 13	NA
c96470_g2	c80448-g1 1-to-1 ATG13 autophagy related 13	NA
c96471_g1	c96471-g1	NA
c96471_g2	c96471-g2	NA
c96472_g1	c101944-g1 2-to-2 PPIP5K1,PPIP5K2 diphosphoinositol pentakisphosphate kinase 1	NA
c96473_g1	c96473-g1	NA
c96474_g1	c96474-g1	NA
c96475_g1	c96475-g1	NA
c96475_g2	c96475-g2	NA
c96476_g1	c96476-g1	NA
c96477_g1	c96477-g1	NA
c96477_g2	c96477-g2	NA
c96478_g1	c96478-g1 (Pfam:efhand) - emapper OG	NA
c96479_g1	c96479-g1	NA
c96479_g2	c96479-g2 4-to-1 CLCN6 chloride voltage-gated channel 6	NA
c96480_g1	c93430-g1 1-to-1 CFAP44 cilia and flagella associated protein 44	NA
c96480_g2	c93430-g1 1-to-1 CFAP44 cilia and flagella associated protein 44	NA
c96481_g1	c96481-g1 1-to-1 NSUN5 NOP2/Sun RNA methyltransferase family member 5	NA
c96481_g2	c96481-g2	NA
c96482_g1	c96482-g1	NA
c96483_g1	c96483-g1 1-to-2 DBN1,DBNL drebrin 1	NA
c96484_g1	c96484-g1 1-to-1 NATD1 N-acetyltransferase domain containing 1	NA
c96485_g1	c96485-g1	NA
c96485_g2	c102616-g1	NA
c96486_g1	c96486-g1	NA
c96486_g2	c96486-g2	NA
c96486_g3	c103864-g7 (Inherit from KOG: Eph receptor) - emapper OG	NA
c96488_g1	c96488-g1	NA
c96488_g2	c96488-g2	NA
c96489_g1	c96489-g1 2-to-1 CYB5R4 cytochrome b5 reductase 4	NA
c96490_g1	c96490-g1 SPAG1 (Sperm associated antigen 1) - emapper OG	NA
c96491_g1	c96491-g1	NA
c96492_g1	c87047-g1 MANB (Cellulase (glycosyl hydrolase family 5)) - emapper OG	NA
c96493_g1	c96493-g1 1-to-1 GSR glutathione-disulfide reductase	NA
c96493_g2	c96493-g1 1-to-1 GSR glutathione-disulfide reductase	NA
c96494_g1	c96494-g1	NA
c96495_g1	c96495-g1	NA
c96496_g1	c100752-g1 1-to-1 DNAH3 dynein axonemal heavy chain 3	NA
c96497_g1	c96497-g1	NA
c96498_g1	c96498-g1 GABARAPL1 (GABA(A) receptor-associated protein like 1) - blastp	NA
c96499_g1	c96499-g1 (Ring finger protein) - emapper OG	NA
c96499_g2	c96499-g2	NA
c96500_g1	c96500-g1 1-to-1 WDR55 WD repeat domain 55	NA
c96501_g1	c91645-g1 1-to-1 SPIDR scaffolding protein involved in DNA repair	NA
c96501_g2	c91645-g1 1-to-1 SPIDR scaffolding protein involved in DNA repair	NA
c96501_g3	c91645-g1 1-to-1 SPIDR scaffolding protein involved in DNA repair	NA
c96502_g1	c96502-g1	NA
c96502_g2	c96502-g2 (Reverse transcriptase (RNA-dependent DNA polymerase)) - emapper OG	NA
c96502_g3	c96502-g3	NA
c96503_g1	c96503-g1	NA
c96504_g1	c96504-g1 1-to-1 EED embryonic ectoderm development	NA
c96506_g1	c77829-g1 1-to-3 TMEM63B,TMEM63C,TMEM63A transmembrane protein 63B	NA
c96507_g1	c35631-g1 1-to-1 MAPK7 mitogen-activated protein kinase 7	NA
c96508_g1	c96508-g1 1-to-1 XRCC1 X-ray repair cross complementing 1	NA
c96509_g1	c96509-g1	NA
c96510_g1	c96510-g1	NA
c96511_g1	c96511-g1	NA
c96511_g2	c96511-g2	NA
c96512_g1	c96512-g1 1-to-1 UBE3C ubiquitin protein ligase E3C	NA
c96512_g2	c96512-g1 1-to-1 UBE3C ubiquitin protein ligase E3C	NA
c96512_g3	c96512-g1 1-to-1 UBE3C ubiquitin protein ligase E3C	NA
c96512_g4	c96512-g1 1-to-1 UBE3C ubiquitin protein ligase E3C	NA
c96512_g5	c96512-g5	NA
c96513_g1	c89991-g2	NA
c96513_g2	c96513-g2	NA
c96514_g1	c96514-g1	NA
c96514_g2	c96514-g1	NA
c96514_g3	c96514-g3	NA
c96515_g1	c96515-g1 1-to-1 CCDC61 coiled-coil domain containing 61	NA
c96516_g1	c96516-g1 GPR126 (G- protein-coupled receptor) - emapper OG	NA
c96516_g2	c96516-g2 GPR126 (G- protein-coupled receptor) - emapper OG	NA
c96517_g1	c80347-g2 1-to-2 RSPH10B2,RSPH10B radial spoke head 10 homolog B2	NA
c96518_g1	c96518-g1	NA
c96519_g1	c96519-g1 1-to-1 MBTPS1 membrane bound transcription factor peptidase, site 1	NA
c96520_g1	c96520-g1	NA
c96521_g1	c65723-g1 1-to-1 RTEL1 regulator of telomere elongation helicase 1	NA
c96522_g1	c96522-g1 1-to-1 TTI2 TELO2 interacting protein 2	NA
c96522_g2	c96522-g1 1-to-1 TTI2 TELO2 interacting protein 2	NA
c96522_g3	c96522-g3	NA
c96523_g1	c93864-g1 1-to-1 DIEXF digestive organ expansion factor homolog (zebrafish)	NA
c96523_g2	c96523-g2	NA
c96524_g1	c80925-g1	NA
c96525_g1	c96525-g1 RNF25 (RING finger protein 25) - emapper OG	NA
c96527_g1	c96527-g1	NA
c96528_g1	c96528-g1	NA
c96529_g1	c104803-g1 PCSK5 (proprotein convertase subtilisin/kexin type 5) - blastp	NA
c9653_g1	c9653-g1	NA
c96530_g1	c96530-g1 (Copper/zinc superoxide dismutase (SODC)) - emapper OG	NA
c96531_g1	c96531-g1 SAMHD1 (SAM domain and HD) - emapper OG	NA
c96532_g1	c96532-g1 1-to-1 PPP5C protein phosphatase 5 catalytic subunit	NA
c96533_g1	c96533-g1	NA
c96534_g1	c94798-g1 SPATA6L (spermatogenesis associated) - emapper OG	NA
c96534_g2	c94798-g1 SPATA6L (spermatogenesis associated) - emapper OG	NA
c96536_g1	c96536-g1 (KR domain) - emapper OG	NA
c96537_g1	c96537-g1 RDH12 (retinol dehydrogenase) - emapper OG	NA
c96538_g1	c102574-g1	NA
c96539_g1	c96539-g1	NA
c96540_g1	c96540-g1 1-to-2 RALGAPA2,RALGAPA1 Ral GTPase activating protein catalytic alpha subunit 2	NA
c96540_g2	c96540-g1 1-to-2 RALGAPA2,RALGAPA1 Ral GTPase activating protein catalytic alpha subunit 2	NA
c96541_g1	c96541-g1 2-to-2 UBN1,UBN2 ubinuclein 1	NA
c96541_g2	c96541-g1 2-to-2 UBN1,UBN2 ubinuclein 1	NA
c96542_g1	c96542-g1 12-to-1 BAIAP3 BAI1 associated protein 3	NA
c96542_g2	c96542-g2 12-to-1 BAIAP3 BAI1 associated protein 3	NA
c96542_g3	c94634-g1 9-to-2 UNC13D,BAIAP3 unc-13 homolog D	NA
c96543_g1	c28318-g1 1-to-1 PYROXD1 pyridine nucleotide-disulphide oxidoreductase domain 1	NA
c96545_g1	c96545-g1 TRMH (tRNA (Guanosine-2'-O-)-methyltransferase) - emapper OG	NA
c96546_g1	c96546-g1 GABPB2 (GA binding protein transcription factor, beta subunit 2) - blastp	NA
c96547_g1	c82077-g1 STK11IP (serine threonine kinase 11 interacting protein) - emapper OG	NA
c96548_g1	c96548-g1 UBE2S (ubiquitin-conjugating enzyme E2S) - emapper OG	NA
c96549_g1	c96549-g1	NA
c96549_g2	c96549-g2	NA
c96550_g1	c96550-g1 1-to-2 TEX261,AC007040.2 testis expressed 261	NA
c96551_g1	c96551-g1	NA
c96551_g2	c96551-g2	NA
c96553_g1	c96553-g1 CARM1 (Coactivator-associated arginine methyltransferase 1) - emapper OG	NA
c96554_g1	c96554-g1	NA
c96554_g2	c96554-g2 RAB1A (member RAS oncogene family) - emapper OG	NA
c96555_g1	c96555-g1	NA
c96556_g1	c95320-g1 1-to-1 HPS3 HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	NA
c96558_g1	c96558-g1	NA
c96558_g2	c96558-g2	NA
c96559_g1	c96559-g1 1-to-1 PRKX protein kinase, X-linked	NA
c96559_g2	c96559-g1 1-to-1 PRKX protein kinase, X-linked	NA
c96559_g3	c96559-g3	NA
c9656_g1	c9656-g1	NA
c96560_g1	c96560-g1	NA
c96561_g1	c100453-g1 1-to-2 GON4L,YY1AP1 gon-4 like	NA
c96562_g1	c96562-g1	NA
c96563_g1	c96563-g1 ERI1 (Exoribonuclease 1) - emapper OG	NA
c96564_g1	c96564-g1 1-to-1 R3HDM4 R3H domain containing 4	NA
c96565_g1	c100703-g1 1-to-1 GNL1 G protein nucleolar 1 (putative)	NA
c96566_g1	c100044-g2 (Eph receptor) - emapper OG	EphA/B G Ephrin Receptor
c96567_g1	c96567-g1 1-to-1 MSH2 mutS homolog 2	NA
c96567_g2	c96567-g2	NA
c96568_g1	c96568-g1	NA
c96569_g1	c96569-g1	NA
c9657_g1	c9657-g1	NA
c96570_g1	c96570-g1	NA
c96570_g2	c101943-g1 ORC4 (origin recognition complex subunit 4) - blastp	NA
c96572_g1	c19426-g1 1-to-1 ORC5 origin recognition complex subunit 5	NA
c96572_g2	c19426-g1 1-to-1 ORC5 origin recognition complex subunit 5	NA
c96573_g1	c96573-g1	NA
c96574_g1	c96574-g1	NA
c96575_g1	c96575-g1	NA
c96576_g1	c96576-g1	NA
c96579_g1	c96579-g1 MORN5 (MORN repeat containing 5) - emapper OG	NA
c96580_g1	c96580-g1	NA
c96580_g2	c96580-g1	NA
c96581_g1	c101124-g1 2-to-1 FAXDC2 fatty acid hydroxylase domain containing 2	NA
c96582_g1	c96582-g1 1-to-1 SUZ12 SUZ12 polycomb repressive complex 2 subunit	NA
c96582_g2	c96582-g1 1-to-1 SUZ12 SUZ12 polycomb repressive complex 2 subunit	NA
c96583_g1	c96583-g1 1-to-2 ABHD12B,ABHD12 abhydrolase domain containing 12B	NA
c96584_g1	c96584-g1 1-to-3 KIF2B,KIF2C,KIF2A kinesin family member 2B	NA
c96584_g2	c96584-g1 1-to-3 KIF2B,KIF2C,KIF2A kinesin family member 2B	NA
c96585_g1	c96585-g1	NA
c96585_g2	c96585-g2	NA
c96586_g1	c96586-g1 1-to-1 RPF1 ribosome production factor 1 homolog	NA
c96587_g1	c96587-g1	NA
c96588_g1	c90179-g2 2-to-2 VPS13C,VPS13A vacuolar protein sorting 13 homolog C	NA
c96588_g2	c96588-g2	NA
c96588_g3	c90179-g2 2-to-2 VPS13C,VPS13A vacuolar protein sorting 13 homolog C	NA
c96589_g1	c96589-g1	NA
c96589_g2	c95209-g1	NA
c96589_g3	c95209-g1	NA
c9659_g1	c9659-g1	NA
c96590_g1	c96590-g1 1-to-3 WASF3,WASF1,WASF2 WAS protein family member 3	NA
c96591_g1	c96591-g1	NA
c96592_g1	c96592-g1 DTD1 (Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanis	NA
c96593_g1	c96593-g1	NA
c96593_g2	c96593-g2	NA
c96593_g3	c96593-g3 STAR (steroidogenic acute regulatory protein) - blastp	NA
c96594_g1	c90110-g1	NA
c96595_g1	c96595-g1 (ubiquitin carboxyl-terminal hydrolase) - emapper OG	NA
c96595_g2	c96595-g1 (ubiquitin carboxyl-terminal hydrolase) - emapper OG	NA
c96595_g3	c96595-g3	NA
c96595_g4	c96595-g4	NA
c96596_g1	c110256-g1 1-to-1 ADGB androglobin	NA
c96597_g1	c96597-g1 1-to-1 TMEM33 transmembrane protein 33	NA
c96598_g1	c96598-g1 ITK (Tyrosine kinase) - emapper OG	NA
c96598_g2	c96598-g1 ITK (Tyrosine kinase) - emapper OG	NA
c96599_g1	c96599-g1 1-to-1 POLR3E RNA polymerase III subunit E	NA
c96600_g1	c96600-g1	NA
c96601_g1	c96601-g1	NA
c96602_g1	c96602-g1 1-to-1 CABIN1 calcineurin binding protein 1	NA
c96603_g1	c95798-g1 1-to-3 ARPC4-TTLL3,TTLL8,TTLL3 ARPC4-TTLL3 readthrough	NA
c96605_g1	c102966-g1	NA
c96606_g1	c96606-g1 1-to-2 GMPR,GMPR2 guanosine monophosphate reductase	NA
c96607_g1	c96607-g1	NA
c96609_g1	c96609-g1	NA
c96609_g2	c96609-g2	NA
c96610_g1	c91454-g1 1-to-1 UBE3B ubiquitin protein ligase E3B	NA
c96610_g2	c91454-g1 1-to-1 UBE3B ubiquitin protein ligase E3B	NA
c96611_g1	c96611-g1	NA
c96611_g2	c96611-g2	NA
c96612_g1	c96612-g1	NA
c96612_g2	c96612-g2	NA
c96613_g1	c96613-g1	NA
c96614_g1	c96614-g1	NA
c96616_g1	c96616-g1 2-to-1 RAB21 RAB21, member RAS oncogene family	Rab21 A
c96617_g1	c96617-g1 1-to-2 DNAJC15,DNAJC19 DnaJ heat shock protein family (Hsp40) member C15	NA
c96619_g1	c100716-g1 1-to-1 CEP350 centrosomal protein 350	NA
c96620_g1	c100481-g1	NA
c96620_g2	c100481-g1	NA
c96620_g3	c96620-g3	NA
c96621_g1	c94563-g1 1-to-1 BARD1 BRCA1 associated RING domain 1	NA
c96622_g1	c101933-g1 1-to-1 MOGS mannosyl-oligosaccharide glucosidase	NA
c96623_g1	c96623-g1 (Inherit from euNOG: Retrotransposon protein) - emapper OG	NA
c96624_g1	c96624-g1 (Speckle-type POZ) - emapper OG	NA
c96625_g1	c96625-g1	NA
c96626_g1	c96626-g1	NA
c96627_g1	c96627-g1	NA
c96628_g1	c96628-g1	NA
c96629_g1	c96629-g1 1-to-1 TAF8 TATA-box binding protein associated factor 8	NA
c96629_g2	c96629-g1 1-to-1 TAF8 TATA-box binding protein associated factor 8	NA
c96630_g1	c96630-g1 (NAD binding dehydrogenase family protein) - emapper OG	NA
c96631_g1	c96631-g1 1-to-1 PRKRIP1 PRKR interacting protein 1 (IL11 inducible)	NA
c96632_g1	c88254-g1 CRBN (cereblon) - emapper OG	NA
c96632_g2	c88254-g1 CRBN (cereblon) - emapper OG	NA
c96633_g1	c96633-g1	NA
c96634_g1	c96634-g1	NA
c96634_g2	c95512-g1 (RINGv) - emapper OG	NA
c96634_g3	c96634-g3	NA
c96635_g1	c96635-g1	NA
c96635_g2	c93172-g1 ABCB9 (ATP-binding cassette, sub-family B (MDR TAP)) - emapper OG	NA
c96636_g1	c96636-g1 1-to-1 LRRK2 leucine rich repeat kinase 2	NA
c96636_g2	c96636-g2	NA
c96637_g1	c96637-g1 1-to-1 SLC39A11 solute carrier family 39 member 11	NA
c96638_g1	c81272-g1	NA
c96638_g2	c81272-g1	NA
c96638_g3	c81272-g1	NA
c96638_g4	c96638-g4	NA
c96639_g1	c87494-g1 1-to-1 POC1A POC1 centriolar protein A	NA
c9664_g1	c9664-g1	NA
c96640_g1	c96640-g1 2-to-2 FSCN2,FSCN1 fascin actin-bundling protein 2, retinal	NA
c96640_g2	c96640-g2 FSCN1 (fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)) - emapper 	NA
c96641_g1	c96641-g1 2-to-1 BTBD9 BTB domain containing 9	NA
c96641_g2	c96641-g2	NA
c96642_g1	c96642-g1	NA
c96644_g1	c96644-g1 1-to-1 CHRAC1 chromatin accessibility complex 1	NA
c96645_g1	c96645-g1	NA
c96645_g2	c96645-g2 (Inherit from KOG: Retrotransposon protein) - emapper OG	NA
c96646_g1	c96646-g1	NA
c96647_g1	c96647-g1	NA
c96648_g1	c96648-g1	NA
c96648_g2	c96648-g2	NA
c96649_g1	c96649-g1 (UbiA prenyltransferase family) - emapper OG	NA
c96649_g2	c96649-g2	NA
c96651_g1	c96651-g1	NA
c96652_g1	c103495-g1 1-to-1 MYO6 myosin VI	Myosin 6
c96653_g1	c96653-g1	NA
c96654_g1	c96654-g1	NA
c96654_g2	c100623-g1	NA
c96655_g1	c96655-g1 NDUFAF5 (NADH dehydrogenase (ubiquinone) complex I, assembly factor 5) - emapper OG	NA
c96656_g1	c96656-g1	NA
c96657_g1	c96657-g1	NA
c96658_g1	c96658-g1 (Inherit from meNOG: CDP-alcohol phosphatidyltransferase) - emapper OG	NA
c96659_g1	c96659-g1	NA
c96661_g1	c96661-g1	NA
c96662_g1	c96662-g1 (Inherit from KOG: Ribosomal protein) - emapper OG	NA
c96663_g1	c89992-g1	NA
c96664_g1	c93405-g2	NA
c96664_g2	c96664-g2	NA
c96665_g1	c96665-g1	NA
c96666_g1	c100723-g1 1-to-1 CAPN7 calpain 7	NA
c96667_g1	c96667-g1	NA
c96668_g1	c101246-g1 1-to-3 PITPNM3,PITPNM2,PITPNM1 PITPNM family member 3	NA
c96669_g1	c96669-g1 CDKL3 (Cyclin-dependent kinase-like) - emapper OG	NA
c96669_g2	c96669-g2	NA
c96670_g1	c96670-g1 1-to-4 TVP23C,TVP23A,TVP23B,TVP23C-CDRT4 trans-golgi network vesicle protein 23 homolog C	NA
c96671_g1	c101252-g1 1-to-1 CACHD1 cache domain containing 1	Cachd1 Cache domain containing 1
c96672_g1	c96672-g1	NA
c96673_g1	c96673-g1 CCT2 (Chaperonin containing TCP1, subunit 2 (Beta)) - emapper OG	NA
c96674_g1	c96674-g1	NA
c96675_g1	c101537-g1	NA
c96675_g2	c96675-g2	NA
c96675_g3	c104718-g3 1-to-1 DOT1L DOT1 like histone lysine methyltransferase	NA
c96675_g4	c101537-g1	NA
c96676_g1	c96676-g1	NA
c96677_g1	c96677-g1 SF3A3 (Splicing factor 3A subunit 3) - emapper OG	NA
c96677_g2	c96677-g1 SF3A3 (Splicing factor 3A subunit 3) - emapper OG	NA
c96678_g1	c96678-g1	NA
c96678_g2	c96678-g2	NA
c96679_g1	c96679-g1 1-to-1 USE1 unconventional SNARE in the ER 1	NA
c96680_g1	c102388-g1 1-to-1 CFAP57 cilia and flagella associated protein 57	NA
c96680_g2	c102388-g1 1-to-1 CFAP57 cilia and flagella associated protein 57	NA
c96681_g1	c96681-g1 CLTA (clathrin, light chain) - emapper OG	NA
c96681_g2	c96681-g2	NA
c96682_g1	c93205-g1	NA
c96683_g1	c96683-g1	NA
c96684_g1	c96684-g1 (intersectin 2) - emapper OG	NA
c96685_g1	c79468-g1 1-to-1 ZMIZ1 zinc finger MIZ-type containing 1	NA
c96686_g1	c96686-g1	NA
c96686_g2	c90339-g1	NA
c96687_g1	c96687-g1	NA
c96687_g2	c96687-g2 MPV17L2 (MPV17 mitochondrial membrane protein-like 2) - emapper OG	NA
c96688_g1	c96688-g1 1-to-1 LMF1 lipase maturation factor 1	NA
c96688_g2	c96688-g1 1-to-1 LMF1 lipase maturation factor 1	NA
c96689_g1	c96689-g1 FG04686.1 (Potassium voltage-gated channel, shaker-related subfamily, beta member) - emapper OG	NA
c96690_g1	c103221-g3 LRRK1 (leucine-rich repeat kinase 2) - emapper OG	NA
c96691_g1	c96691-g1	NA
c96692_g1	c96692-g1	NA
c96692_g2	c96692-g2	NA
c96693_g1	c96693-g1	NA
c96693_g2	c105902-g1 5-to-1 CLCN6 chloride voltage-gated channel 6	NA
c96694_g1	c96694-g1	NA
c96694_g2	c96694-g1	NA
c96695_g1	c96695-g1 1-to-1 BSCL2 BSCL2, seipin lipid droplet biogenesis associated	NA
c96696_g1	c96696-g1	NA
c96696_g2	c103549-g1 1-to-1 ERMP1 endoplasmic reticulum metallopeptidase 1	NA
c96697_g1	c96697-g1 1-to-1 WDR4 WD repeat domain 4	NA
c96698_g1	c96698-g1 1-to-1 NUDT14 nudix hydrolase 14	NA
c96699_g1	c96699-g1	NA
c96699_g2	c96699-g2	NA
c96700_g1	c96700-g1 1-to-1 ASPDH aspartate dehydrogenase domain containing	NA
c96701_g1	c96701-g1 1-to-1 POP4 POP4 homolog, ribonuclease P/MRP subunit	NA
c96702_g1	c96702-g1 2-to-1 PLK4 polo like kinase 4	NA
c96702_g2	c37851-g1 1-to-1 PLK4 polo like kinase 4	NA
c96703_g1	c96703-g1 1-to-1 PHF10 PHD finger protein 10	NA
c96703_g2	c96703-g1 1-to-1 PHF10 PHD finger protein 10	NA
c96704_g1	c102551-g1 PLCD3 (phospholipase C delta 3) - blastp	Plcb-like Phospholipase C Beta
c96706_g1	c96706-g1 1-to-1 ASZ1 ankyrin repeat, SAM and basic leucine zipper domain containing 1	NA
c96706_g2	c96706-g1 1-to-1 ASZ1 ankyrin repeat, SAM and basic leucine zipper domain containing 1	NA
c96707_g1	c96707-g1 1-to-1 MINDY4 MINDY lysine 48 deubiquitinase 4	NA
c96707_g2	c96707-g2	NA
c96707_g3	c96707-g1 1-to-1 MINDY4 MINDY lysine 48 deubiquitinase 4	NA
c96708_g1	c96708-g1	NA
c96709_g1	c96709-g1 1-to-1 ADCY9 adenylate cyclase 9	NA
c96709_g2	c96709-g1 1-to-1 ADCY9 adenylate cyclase 9	NA
c96709_g3	c96709-g3	NA
c96711_g1	c96711-g1 1-to-2 MLXIP,MLXIPL MLX interacting protein	NA
c96712_g1	c96712-g1 (Notch ligand involved in the mediation of Notch signaling (By similarity)) - emapper OG	NA
c96712_g2	c89057-g2 EGF (epidermal growth factor) - emapper OG	NA
c96713_g1	c96713-g1	NA
c96714_g1	c96714-g1 FG10841.1 (Ubiquitin-conjugating enzyme E2Q family member) - emapper OG	NA
c96715_g1	c96715-g1 1-to-1 ATPAF1 ATP synthase mitochondrial F1 complex assembly factor 1	NA
c96717_g1	c96717-g1	NA
c96718_g1	c96718-g1 1-to-1 NARS2 asparaginyl-tRNA synthetase 2, mitochondrial (putative)	NA
c96719_g1	c96719-g1 1-to-1 DNAJA2 DnaJ heat shock protein family (Hsp40) member A2	NA
c96720_g1	c100639-g2	NA
c96721_g1	c96721-g1	NA
c96722_g1	c96722-g1	NA
c96723_g1	c96723-g1 ARSB (oculocutaneous albinism II) - emapper OG	NA
c96724_g1	c96724-g1	NA
c96724_g2	c96724-g2	NA
c96724_g3	c96724-g3	NA
c96725_g1	c96725-g1	NA
c96726_g1	c96726-g1 11-to-3 INMT,PNMT,NNMT indolethylamine N-methyltransferase	PNMT family ortholog H
c96727_g1	c96727-g1 1-to-1 IMP4 IMP4, U3 small nucleolar ribonucleoprotein	NA
c96728_g1	c96728-g1	NA
c96728_g2	c96728-g2	NA
c96729_g1	c82928-g1 1-to-1 DIS3 DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease	NA
c96729_g2	c82928-g1 1-to-1 DIS3 DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease	NA
c96730_g1	c89585-g1 NOB1 (NIN1 RPN12 binding protein 1 homolog (S. cerevisiae)) - emapper OG	NA
c96731_g1	c96731-g1 1-to-1 TMEM184C transmembrane protein 184C	NA
c96731_g2	c96731-g2	NA
c96732_g1	c96732-g1	NA
c96733_g1	c96733-g1	NA
c96733_g2	c96733-g2	NA
c96734_g1	c101354-g1 1-to-1 WDR44 WD repeat domain 44	NA
c96735_g1	c96735-g1	NA
c96736_g1	c96736-g1	NA
c96736_g2	c96736-g2	NA
c96737_g1	c96737-g1 CHD64 (transgelin) - emapper OG	NA
c96737_g2	c96737-g2 (Calponin family repeat) - emapper OG	NA
c96738_g1	c96738-g1 1-to-1 STX17 syntaxin 17	NA
c96739_g1	c112960-g1 1-to-1 CEP162 centrosomal protein 162	NA
c96739_g2	c112960-g1 1-to-1 CEP162 centrosomal protein 162	NA
c96739_g3	c112960-g1 1-to-1 CEP162 centrosomal protein 162	NA
c96740_g1	c96740-g1	NA
c96740_g2	c96740-g2	NA
c96741_g1	c96741-g1	NA
c96743_g1	c96743-g1 1-to-2 ABHD16B,ABHD16A abhydrolase domain containing 16B	NA
c96745_g1	c96745-g1 4-to-2 SLC35D1,SLC35D2 solute carrier family 35 member D1	NA
c96746_g1	c103164-g1 1-to-2 DPF1,DPF2 double PHD fingers 1	NA
c96747_g1	c96747-g1 1-to-1 DESI2 desumoylating isopeptidase 2	NA
c96748_g1	c102972-g6 (Eph receptor) - emapper OG	NA
c96749_g1	c96749-g1 1-to-1 WWOX WW domain containing oxidoreductase	NA
c96751_g1	c96751-g1 (Inherit from KOG: Diaphanous homolog) - emapper OG	NA
c96752_g1	c96752-g1	NA
c96752_g2	c96752-g2 (Inherit from COG: Thioredoxin) - emapper OG	NA
c96753_g1	c96753-g1	NA
c96753_g2	c96753-g2	NA
c96753_g3	c96753-g3	NA
c96754_g1	c96754-g1	NA
c96754_g2	c96754-g2	NA
c96754_g3	c105814-g1 GCR1 (Receptor) - emapper OG	NA
c96755_g1	c96755-g1 1-to-1 ZMPSTE24 zinc metallopeptidase STE24	NA
c96756_g1	c96756-g1	NA
c96757_g1	c96757-g1	NA
c96758_g1	c96758-g1	NA
c96759_g1	c96759-g1 1-to-2 ACBD5,ACBD4 acyl-CoA binding domain containing 5	NA
c96759_g2	c96759-g2	NA
c96760_g1	c96760-g1 1-to-1 CDC16 cell division cycle 16	NA
c96760_g2	c96760-g1 1-to-1 CDC16 cell division cycle 16	NA
c96760_g3	c96760-g1 1-to-1 CDC16 cell division cycle 16	NA
c96761_g1	c96761-g1	NA
c96762_g1	c96762-g1	NA
c96762_g2	c96762-g2 1-to-2 MYO9A,MYO9B myosin IXA	NA
c96762_g3	c96762-g3 1-to-2 MYO9A,MYO9B myosin IXA	NA
c96762_g4	c96762-g4	NA
c96762_g5	c96762-g5 1-to-2 MYO9A,MYO9B myosin IXA	NA
c96763_g1	c96763-g1	NA
c96764_g1	c96764-g1	NA
c96764_g2	c96764-g2 1-to-1 HAUS5 HAUS augmin like complex subunit 5	NA
c96764_g3	c96764-g2 1-to-1 HAUS5 HAUS augmin like complex subunit 5	NA
c96765_g1	c100253-g2 1-to-1 ADGRV1 adhesion G protein-coupled receptor V1	NA
